pedido_id,produto_id,transportadora_id,quantidade,valor_vendas,custo_vendas,margem_bruta,frete,desconto
11002.0,55.0,2.0,40.0,1689.2,1581.1526,108.0474,43.9,0.0
10440.0,61.0,2.0,90.0,2685.825,1933.794,752.031,73.65,350.325
10442.0,54.0,2.0,80.0,2913.6,2412.4608,501.1392,23.33,0.0
10695.0,12.0,2.0,4.0,39.28,31.8168,7.4632,40.99,0.0
11002.0,35.0,2.0,15.0,100.05,76.734,23.316,43.9,13.05
10335.0,32.0,2.0,6.0,134.208,96.6298,37.5782,46.91,22.368
10335.0,31.0,2.0,25.0,254.4,183.168,71.232,46.91,42.4
10309.0,43.0,2.0,20.0,237.4,205.1136,32.2864,71.58,0.0
11063.0,34.0,2.0,30.0,241.8,213.2676,28.5324,75.08,0.0
10458.0,43.0,2.0,20.0,252.8,217.8839,34.9161,63.98,0.0
10312.0,43.0,2.0,24.0,314.64,271.849,42.791,76.68,0.0
10722.0,31.0,2.0,50.0,392.5,317.925,74.575,71.33,0.0
10742.0,72.0,2.0,35.0,393.75,344.6742,49.0758,37.65,0.0
10567.0,31.0,2.0,60.0,624.24,421.362,202.878,40.24,104.04
10985.0,32.0,2.0,35.0,790.405,633.7611,156.6439,72.53,71.855
10678.0,12.0,2.0,100.0,960.0,777.6,182.4,76.87,0.0
10309.0,42.0,2.0,2.0,27.24,23.5354,3.7046,71.58,0.0
10651.0,22.0,2.0,20.0,88.75,57.51,31.24,59.87,17.75
10470.0,23.0,2.0,15.0,133.65,110.6622,22.9878,72.95,0.0
10470.0,64.0,2.0,8.0,291.12,241.0474,50.0726,72.95,0.0
10516.0,42.0,2.0,20.0,291.4,261.3874,30.0126,78.18,0.0
11002.0,42.0,2.0,24.0,354.936,274.4617,80.4743,43.9,46.296
10355.0,57.0,2.0,25.0,442.5,382.32,60.18,75.77,0.0
10517.0,52.0,2.0,6.0,512.94,424.7143,88.2257,37.44,0.0
10458.0,56.0,2.0,15.0,604.8,500.7744,104.0256,63.98,0.0
10301.0,56.0,2.0,20.0,783.4,676.8576,106.5424,21.92,0.0
10346.0,56.0,2.0,20.0,810.2,700.0128,110.1872,23.56,0.0
11003.0,52.0,2.0,10.0,801.0,706.482,94.518,28.52,0.0
10712.0,56.0,2.0,30.0,1068.6,865.566,203.034,23.09,0.0
10519.0,56.0,2.0,40.0,1629.2,1348.9776,280.2224,43.11,0.0
10388.0,52.0,2.0,20.0,1983.6,1368.684,614.916,44.7,330.6
10415.0,17.0,2.0,2.0,45.34,37.5415,7.7985,29.01,0.0
10388.0,45.0,2.0,15.0,156.6,108.054,48.546,44.7,26.1
10567.0,51.0,2.0,3.0,324.06,262.4886,61.5714,40.24,0.0
10420.0,9.0,2.0,20.0,806.96,607.4208,199.5392,79.18,73.36
10346.0,17.0,2.0,36.0,978.516,768.5798,209.9362,23.56,88.956
10800.0,51.0,2.0,10.0,1104.18,828.6221,275.5579,51.05,100.38
10687.0,29.0,2.0,10.0,1321.2,1070.172,251.028,55.58,0.0
10687.0,9.0,2.0,50.0,2573.125,1667.385,905.74,55.58,514.625
10440.0,29.0,2.0,24.0,3564.54,2566.4688,998.0712,73.65,464.94
10335.0,51.0,2.0,48.0,6007.104,4325.1149,1681.9891,46.91,1001.184
10912.0,29.0,2.0,60.0,9170.25,6470.5284,2699.7216,59.74,1834.05
10897.0,29.0,2.0,80.0,10652.0,9395.064,1256.936,47.05,0.0
10312.0,28.0,2.0,4.0,196.68,179.4667,17.2133,76.68,0.0
10458.0,28.0,2.0,30.0,1445.7,1197.0396,248.6604,63.98,0.0
10503.0,14.0,2.0,70.0,1743.7,1443.7836,299.9164,29.87,0.0
10751.0,73.0,2.0,15.0,15.6,12.636,2.964,31.69,0.0
10420.0,73.0,2.0,20.0,23.76,17.8848,5.8752,79.18,2.16
10687.0,36.0,2.0,6.0,58.05,37.6164,20.4336,55.58,11.61
10420.0,13.0,2.0,2.0,59.136,44.5133,14.6227,79.18,5.376
10646.0,10.0,2.0,18.0,142.875,92.583,50.292,58.82,28.575
10519.0,10.0,2.0,16.0,126.84,100.0224,26.8176,43.11,6.04
10946.0,10.0,2.0,25.0,167.5,147.735,19.765,47.58,0.0
11003.0,40.0,2.0,10.0,167.8,147.9996,19.8004,28.52,0.0
10301.0,40.0,2.0,10.0,183.3,158.3712,24.9288,21.92,0.0
10985.0,18.0,2.0,8.0,245.256,196.6507,48.6053,72.53,22.296
10298.0,36.0,2.0,40.0,367.0,253.6704,113.3296,78.52,73.4
11063.0,41.0,2.0,30.0,317.46,254.5452,62.9148,75.08,28.86
10380.0,30.0,2.0,18.0,505.098,396.7315,108.3665,77.11,45.918
10516.0,18.0,2.0,25.0,749.375,564.075,185.3,78.18,68.125
10751.0,30.0,2.0,30.0,708.3,573.723,134.577,31.69,0.0
10470.0,18.0,2.0,30.0,755.7,654.3161,101.3839,72.95,0.0
10516.0,41.0,2.0,80.0,924.0,695.52,228.48,78.18,84.0
11063.0,40.0,2.0,40.0,878.24,704.1888,174.0512,75.08,79.84
10897.0,30.0,2.0,36.0,945.72,834.125,111.595,47.05,0.0
10678.0,41.0,2.0,120.0,1215.6,984.636,230.964,76.87,0.0
11002.0,13.0,2.0,56.0,1419.04,1251.5933,167.4467,43.9,0.0
10661.0,58.0,2.0,49.0,3075.24,2075.787,999.453,63.6,512.54
10373.0,58.0,2.0,80.0,5094.72,3668.1984,1426.5216,25.5,849.12
10545.0,11.0,3.0,10.0,263.7,219.9619,43.7381,36.41,0.0
10715.0,71.0,1.0,30.0,953.7,772.497,181.203,72.7,0.0
11076.0,6.0,1.0,20.0,95.5,69.4453,26.0547,58.43,19.1
11076.0,19.0,1.0,10.0,122.25,86.2596,35.9904,58.43,24.45
10331.0,54.0,1.0,15.0,569.55,492.0912,77.4588,70.49,0.0
10876.0,64.0,1.0,20.0,717.2,639.623,77.577,26.13,0.0
11076.0,14.0,1.0,20.0,623.25,439.7652,183.4848,58.43,124.65
10715.0,10.0,1.0,21.0,137.76,111.5856,26.1744,72.7,0.0
10876.0,46.0,1.0,21.0,256.83,226.5241,30.3059,26.13,0.0
11027.0,24.0,3.0,30.0,179.625,126.7434,52.8816,45.87,35.925
10949.0,6.0,3.0,12.0,48.6,42.8652,5.7348,31.41,0.0
10411.0,44.0,3.0,40.0,3298.56,2276.0064,1022.5536,61.5,549.76
10411.0,59.0,3.0,9.0,98.928,68.2603,30.6677,61.5,16.488
10410.0,59.0,3.0,16.0,149.12,123.4714,25.6486,25.49,0.0
11045.0,33.0,3.0,15.0,375.3,331.0146,44.2854,42.4,0.0
11048.0,68.0,3.0,42.0,483.84,426.7469,57.0931,41.68,0.0
11027.0,62.0,3.0,21.0,754.95,589.623,165.327,45.87,150.99
10410.0,33.0,3.0,49.0,1272.04,1053.2491,218.7909,25.49,0.0
10949.0,62.0,3.0,60.0,1655.4,1460.0628,195.3372,31.41,0.0
10949.0,17.0,3.0,6.0,164.16,144.7891,19.3709,31.41,0.0
11045.0,51.0,3.0,24.0,2461.2,2170.7784,290.4216,42.4,0.0
10949.0,10.0,3.0,30.0,194.4,171.4608,22.9392,31.41,0.0
10411.0,41.0,3.0,25.0,277.2,191.268,85.932,61.5,46.2
10436.0,75.0,1.0,24.0,189.552,142.681,46.871,77.37,17.232
10628.0,1.0,1.0,25.0,455.75,369.1575,86.5925,59.28,0.0
10265.0,70.0,1.0,20.0,556.2,486.5012,69.6988,28.57,0.0
10566.0,11.0,1.0,35.0,1054.55,742.77,311.78,51.88,137.55
10360.0,38.0,1.0,10.0,807.4,697.5936,109.8064,26.24,0.0
10297.0,39.0,1.0,60.0,3561.0,3076.704,484.296,52.73,0.0
10566.0,76.0,1.0,10.0,3986.3,3228.903,757.397,51.88,0.0
10679.0,59.0,1.0,12.0,102.12,82.7172,19.4028,62.06,0.0
10360.0,49.0,1.0,35.0,640.15,553.0896,87.0604,26.24,0.0
10559.0,55.0,1.0,18.0,736.344,568.0368,168.3072,34.85,35.064
10360.0,54.0,1.0,28.0,1028.44,888.5722,139.8678,26.24,0.0
10449.0,62.0,1.0,35.0,1044.4,892.9365,151.4635,51.48,0.0
10297.0,72.0,1.0,20.0,239.0,206.496,32.504,52.73,0.0
10826.0,31.0,1.0,35.0,310.1,273.5082,36.5918,68.66,0.0
10584.0,31.0,1.0,50.0,480.375,373.3369,107.0381,75.08,22.875
10826.0,57.0,1.0,15.0,280.95,247.7979,33.1521,68.66,0.0
10436.0,64.0,1.0,30.0,1199.22,902.6856,296.5344,77.37,109.02
10436.0,56.0,1.0,40.0,1661.44,1250.6112,410.8288,77.37,151.04
10449.0,52.0,1.0,20.0,1759.6,1456.9488,302.6512,51.48,0.0
10265.0,17.0,1.0,30.0,717.0,619.488,97.512,28.57,0.0
10360.0,29.0,1.0,35.0,4751.6,4105.3824,646.2176,26.24,0.0
10360.0,28.0,1.0,30.0,1262.1,1090.4544,171.6456,26.24,0.0
10436.0,46.0,1.0,5.0,64.25,53.199,11.051,77.37,0.0
10449.0,10.0,1.0,14.0,97.86,81.0281,16.8319,51.48,0.0
10559.0,41.0,1.0,12.0,109.872,84.7584,25.1136,34.85,5.232
10566.0,18.0,1.0,18.0,545.652,384.3288,161.3232,51.88,71.172
10907.0,75.0,1.0,14.0,107.52,94.8326,12.6874,72.85,0.0
10964.0,38.0,1.0,5.0,436.4,384.9048,51.4952,44.33,0.0
10964.0,69.0,1.0,10.0,20.4,17.9928,2.4072,44.33,0.0
10738.0,16.0,1.0,3.0,25.98,21.0438,4.9362,43.51,0.0
10964.0,18.0,1.0,6.0,152.4,134.4168,17.9832,44.33,0.0
10460.0,75.0,2.0,4.0,39.6,26.231,13.369,69.81,7.92
10294.0,75.0,2.0,6.0,49.32,42.6125,6.7075,35.17,0.0
10254.0,24.0,2.0,15.0,77.97,56.1384,21.8316,49.18,10.17
10955.0,75.0,2.0,12.0,113.184,83.1902,29.9938,59.3,18.864
10465.0,24.0,2.0,25.0,110.25,91.287,18.963,64.55,0.0
10761.0,75.0,2.0,18.0,136.98,110.9538,26.0262,74.71,0.0
10726.0,11.0,2.0,5.0,146.95,119.0295,27.9205,63.55,0.0
10364.0,71.0,2.0,5.0,148.65,128.4336,20.2164,33.65,0.0
10382.0,5.0,2.0,32.0,179.84,148.9075,30.9325,72.13,0.0
11047.0,5.0,2.0,30.0,223.5,157.7016,65.7984,21.76,44.7
11043.0,11.0,2.0,10.0,282.8,249.4296,33.3704,39.19,0.0
10980.0,75.0,2.0,40.0,384.48,282.5928,101.8872,26.34,64.08
10614.0,11.0,2.0,14.0,365.54,296.0874,69.4526,60.78,0.0
10294.0,1.0,2.0,18.0,389.88,336.8563,53.0237,35.17,0.0
10553.0,11.0,2.0,15.0,454.35,368.0235,86.3265,74.82,0.0
10327.0,2.0,2.0,25.0,576.6,415.152,161.448,65.53,96.1
11047.0,1.0,2.0,25.0,603.4375,425.7855,177.652,21.76,120.6875
10895.0,24.0,2.0,110.0,504.9,445.3218,59.5782,37.91,0.0
10389.0,70.0,2.0,30.0,838.8,694.5264,144.2736,59.24,0.0
10327.0,11.0,2.0,50.0,1746.0,1257.12,488.88,65.53,291.0
11024.0,71.0,2.0,50.0,1430.0,1261.26,168.74,27.01,0.0
10884.0,65.0,2.0,12.0,115.038,96.6319,18.4061,43.67,5.478
10933.0,53.0,2.0,2.0,110.38,97.3552,13.0248,32.82,0.0
10256.0,77.0,2.0,12.0,162.0,134.136,27.864,22.56,0.0
11024.0,65.0,2.0,21.0,196.98,173.7364,23.2436,27.01,0.0
11015.0,77.0,2.0,18.0,212.4,187.3368,25.0632,42.24,0.0
10614.0,39.0,2.0,5.0,298.05,241.4205,56.6295,60.78,0.0
10532.0,66.0,2.0,24.0,449.28,363.9168,85.3632,78.04,0.0
10726.0,4.0,2.0,25.0,565.5,458.055,107.445,63.55,0.0
10624.0,44.0,2.0,10.0,825.4,668.574,156.826,61.04,0.0
10256.0,53.0,2.0,15.0,907.95,751.7826,156.1674,22.56,0.0
10475.0,66.0,2.0,60.0,1189.56,924.3776,265.1824,34.69,155.16
10324.0,63.0,2.0,80.0,1894.28,1423.1808,471.0992,42.61,247.08
10895.0,39.0,2.0,45.0,2893.5,2552.067,341.433,37.91,0.0
10475.0,76.0,2.0,42.0,20042.0851,14430.3012,5611.7839,34.69,2614.1851
10808.0,76.0,2.0,50.0,21077.2001,14845.68,6231.5201,25.87,2749.2001
10612.0,76.0,2.0,80.0,32075.2,25980.912,6094.288,66.44,0.0
10673.0,16.0,2.0,3.0,29.01,23.4981,5.5119,46.29,0.0
10364.0,69.0,2.0,30.0,61.5,53.136,8.364,33.65,0.0
10804.0,49.0,2.0,4.0,86.71,61.074,25.636,25.71,11.31
10614.0,21.0,2.0,8.0,87.36,70.7616,16.5984,60.78,0.0
10294.0,60.0,2.0,21.0,95.76,87.5671,8.1929,35.17,0.0
10553.0,16.0,2.0,14.0,127.82,103.5342,24.2858,74.82,0.0
10612.0,60.0,2.0,40.0,182.8,148.068,34.732,66.44,0.0
10324.0,16.0,2.0,21.0,211.7955,159.1229,52.6726,42.61,27.6255
11059.0,60.0,2.0,35.0,181.65,160.2153,21.4347,75.66,0.0
10794.0,54.0,2.0,6.0,239.4,161.595,77.805,64.91,39.9
10460.0,68.0,2.0,21.0,310.5375,205.7,104.8375,69.81,62.1075
11056.0,60.0,2.0,50.0,269.0,247.4736,21.5264,74.83,0.0
10612.0,49.0,2.0,18.0,324.0,262.44,61.56,66.44,0.0
10324.0,59.0,2.0,40.0,382.26,287.1936,95.0664,42.61,49.86
10465.0,50.0,2.0,25.0,378.25,313.191,65.059,64.55,0.0
10884.0,21.0,2.0,40.0,415.8,349.272,66.528,43.67,19.8
11024.0,26.0,2.0,12.0,401.28,353.929,47.351,27.01,0.0
10769.0,62.0,2.0,15.0,462.45,374.5845,87.8655,44.92,0.0
10761.0,25.0,2.0,35.0,622.5625,403.4205,219.142,74.71,124.5125
10769.0,61.0,2.0,20.0,542.2,439.182,103.018,44.92,0.0
10895.0,60.0,2.0,100.0,502.0,442.764,59.236,37.91,0.0
10389.0,55.0,2.0,15.0,562.35,465.6258,96.7242,59.24,0.0
10389.0,62.0,2.0,20.0,633.6,524.6208,108.9792,59.24,0.0
10400.0,49.0,2.0,30.0,646.5,563.1968,83.3032,49.41,0.0
11024.0,33.0,2.0,30.0,707.4,623.9268,83.4732,27.01,0.0
10933.0,61.0,2.0,30.0,764.7,674.4654,90.2346,32.82,0.0
10254.0,55.0,2.0,21.0,984.354,708.7349,275.6191,49.18,128.394
10713.0,26.0,2.0,30.0,941.7,762.777,178.923,74.75,0.0
10523.0,20.0,2.0,15.0,1385.01,1042.5348,342.4752,64.15,125.91
11056.0,55.0,2.0,35.0,1367.45,1206.0909,161.3591,74.83,0.0
10382.0,33.0,2.0,60.0,1649.4,1365.7032,283.6968,72.13,0.0
10660.0,20.0,2.0,21.0,1817.55,1472.2155,345.3345,29.65,0.0
10553.0,35.0,2.0,6.0,37.5,30.375,7.125,74.82,0.0
10673.0,43.0,2.0,6.0,74.34,63.9842,10.3558,46.29,0.0
10987.0,43.0,2.0,6.0,78.42,69.1664,9.2536,46.81,0.0
10294.0,43.0,2.0,15.0,193.5,167.184,26.316,35.17,0.0
10400.0,35.0,2.0,35.0,203.0,168.084,34.916,49.41,0.0
10553.0,31.0,2.0,30.0,248.1,200.961,47.139,74.82,0.0
10987.0,72.0,2.0,20.0,249.4,219.9708,29.4292,46.81,0.0
10475.0,31.0,2.0,35.0,374.7275,269.8038,104.9237,34.69,48.8775
10324.0,35.0,2.0,70.0,452.41,339.8976,112.5124,42.61,59.01
10553.0,22.0,2.0,24.0,78.72,63.7632,14.9568,74.82,0.0
10673.0,42.0,2.0,6.0,81.18,65.7558,15.4242,46.29,0.0
10983.0,57.0,2.0,15.0,293.4,258.7788,34.6212,53.64,0.0
10808.0,56.0,2.0,20.0,894.24,629.856,264.384,25.87,116.64
10884.0,56.0,2.0,21.0,908.019,762.736,145.283,43.67,43.239
10769.0,52.0,2.0,15.0,1284.4125,990.8325,293.58,44.92,61.1625
10739.0,52.0,2.0,18.0,1431.72,1159.6932,272.0268,65.96,0.0
10563.0,52.0,2.0,70.0,5688.9,4608.009,1080.891,30.63,0.0
10465.0,45.0,2.0,30.0,339.57,255.6036,83.9664,64.55,30.87
11059.0,17.0,2.0,12.0,321.6,283.6512,37.9488,75.66,0.0
10294.0,17.0,2.0,15.0,369.3,319.0752,50.2248,35.17,0.0
10523.0,17.0,2.0,25.0,672.375,506.115,166.26,64.15,61.125
10624.0,29.0,2.0,6.0,725.7,587.817,137.883,61.04,0.0
10713.0,45.0,2.0,110.0,1129.7,989.4563,140.2437,74.75,0.0
10382.0,29.0,2.0,14.0,1811.32,1499.773,311.547,72.13,0.0
10465.0,29.0,2.0,18.0,2646.864,2087.2047,559.6594,64.55,240.624
10400.0,29.0,2.0,21.0,2554.65,2115.2502,439.3998,49.41,0.0
10794.0,14.0,2.0,15.0,432.0,291.6,140.4,64.91,72.0
10624.0,28.0,2.0,10.0,448.6,363.366,85.234,61.04,0.0
10254.0,74.0,2.0,21.0,617.4,511.2072,106.1928,49.18,0.0
10804.0,28.0,2.0,24.0,1090.32,883.1592,207.1608,25.71,0.0
10382.0,74.0,2.0,50.0,1360.5,1126.494,234.006,72.13,0.0
11056.0,7.0,2.0,40.0,1686.0,1487.052,198.948,74.83,0.0
10987.0,7.0,2.0,60.0,2467.2,2176.0704,291.1296,46.81,0.0
10739.0,36.0,2.0,6.0,44.76,36.2556,8.5044,65.96,0.0
10523.0,41.0,2.0,6.0,68.64,51.6672,16.9728,64.15,6.24
10523.0,37.0,2.0,18.0,79.794,60.8305,18.9635,64.15,7.254
10737.0,13.0,2.0,4.0,102.24,83.8444,18.3956,63.14,0.0
10389.0,10.0,2.0,16.0,101.28,83.8598,17.4202,59.24,0.0
10713.0,10.0,2.0,18.0,116.28,94.1868,22.0932,74.75,0.0
10737.0,41.0,2.0,12.0,121.44,98.3664,23.0736,63.14,0.0
10563.0,36.0,2.0,25.0,202.0,163.62,38.38,30.63,0.0
10382.0,18.0,2.0,9.0,241.02,199.5646,41.4554,72.13,0.0
10804.0,10.0,2.0,36.0,255.6,207.036,48.564,25.71,0.0
10769.0,41.0,2.0,30.0,283.185,218.457,64.728,44.92,13.485
10713.0,46.0,2.0,24.0,273.84,221.8104,52.0296,74.75,0.0
10532.0,30.0,2.0,15.0,369.9,299.619,70.281,78.04,0.0
10324.0,46.0,2.0,30.0,364.5,314.928,49.572,42.61,0.0
10465.0,40.0,2.0,20.0,387.0,320.436,66.564,64.55,0.0
10612.0,36.0,2.0,55.0,400.95,324.7695,76.1805,66.44,0.0
11015.0,30.0,2.0,15.0,425.4,375.2028,50.1972,42.24,0.0
